"iteration","method","agents","neighbour","tax_rate","gini_coefficient","dd","ds","pa","tr","cy"
1,"null",10,10,0.05,0.3,9,18,15,3,9
5,"null",10,10,0.05,0.44,9,17,9,13,11
10,"null",10,10,0.05,0.43,11,18,10,10,0
20,"null",10,10,0.05,0.36,11,9,20,9,3
1,"null",20,20,0.05,0.31,81,98,131,75,34
5,"null",20,20,0.05,0.4,66,100,130,66,36
10,"null",20,20,0.05,0.39,59,75,147,41,22
20,"null",20,20,0.05,0.36,71,51,97,19,10
1,"null",50,20,0.05,0.36,234,225,464,34,10
5,"null",50,20,0.05,0.38,269,281,570,40,14
10,"null",50,20,0.05,0.33,264,278,564,40,15
20,"null",50,20,0.05,0.34,247,243,521,52,17
1,"null",100,20,0.05,0.32,551,523,1100,67,26
5,"null",100,20,0.05,0.38,489,515,1004,77,25
10,"null",100,20,0.05,0.42,498,470,982,61,23
20,"null",100,20,0.05,0.4,478,508,974,65,33
1,"null",200,20,0.05,0.31,1233,1210,2509,175,63
5,"null",200,20,0.05,0.36,1004,994,2089,167,53
10,"null",200,20,0.05,0.4,998,943,1953,129,47
20,"null",200,20,0.05,0.38,1107,1045,2234,153,54
1,"winlo",10,10,0.05,0.52,19,25,6,13,0
5,"winlo",10,10,0.05,0.71,26,13,15,16,0
10,"winlo",10,10,0.05,0.65,30,21,9,18,0
20,"winlo",10,10,0.05,0.71,30,19,5,20,0
1,"winlo",20,20,0.05,0.5,140,118,63,77,8
5,"winlo",20,20,0.05,0.68,253,72,49,77,35
10,"winlo",20,20,0.05,0.69,272,101,66,119,20
20,"winlo",20,20,0.05,0.71,188,112,58,83,0
1,"winlo",50,20,0.05,0.51,563,634,449,128,1
5,"winlo",50,20,0.05,0.69,1085,756,406,218,1
10,"winlo",50,20,0.05,0.66,1003,713,380,179,1
20,"winlo",50,20,0.05,0.69,1134,725,507,217,2
1,"winlo",100,20,0.05,0.51,1242,1377,1010,244,7
5,"winlo",100,20,0.05,0.69,2191,1567,864,339,3
10,"winlo",100,20,0.05,0.69,1931,1308,626,231,2
20,"winlo",100,20,0.05,0.68,2219,1726,930,295,0
1,"winlo",200,20,0.05,0.55,2860,2796,1677,507,6
5,"winlo",200,20,0.05,0.66,4033,2781,1596,620,3
10,"winlo",200,20,0.05,0.7,4049,2646,1786,549,2
20,"winlo",200,20,0.05,0.68,4316,3023,1681,563,2
