"iteration","method","agents","neighbour","tax_rate","gini_coefficient","dd","ds","pa","tr","cy"
1,"null",10,10,0.3,0.7,7,9,26,2,2
5,"null",10,10,0.3,0.23,10,12,7,4,3
10,"null",10,10,0.3,0.31,18,12,12,21,10
20,"null",10,10,0.3,0.37,13,9,15,13,7
1,"null",20,20,0.3,0.27,100,110,215,109,74
5,"null",20,20,0.3,0.22,36,28,64,7,0
10,"null",20,20,0.3,0.27,75,79,136,63,19
20,"null",20,20,0.3,0.42,64,66,63,30,14
1,"null",50,20,0.3,0.33,245,237,482,39,15
5,"null",50,20,0.3,0.26,207,247,429,35,11
10,"null",50,20,0.3,0.2,208,252,464,21,9
20,"null",50,20,0.3,0.23,287,271,542,52,13
1,"null",100,20,0.3,0.22,493,523,1023,80,28
5,"null",100,20,0.3,0.33,544,546,1039,68,25
10,"null",100,20,0.3,0.25,514,467,1018,75,24
20,"null",100,20,0.3,0.28,580,608,1147,111,25
1,"null",200,20,0.3,0.26,1023,950,1975,145,63
5,"null",200,20,0.3,0.23,1096,1089,2121,148,69
10,"null",200,20,0.3,0.19,1038,1043,2078,155,38
20,"null",200,20,0.3,0.22,946,979,1998,144,49
1,"winlo",10,10,0.3,0.31,10,5,8,0,3
5,"winlo",10,10,0.3,0.35,18,9,9,23,9
10,"winlo",10,10,0.3,0.19,15,12,13,19,2
20,"winlo",10,10,0.3,0.35,10,11,31,17,5
1,"winlo",20,20,0.3,0.34,87,97,106,59,19
5,"winlo",20,20,0.3,0.27,148,67,118,106,28
10,"winlo",20,20,0.3,0.32,80,77,179,63,11
20,"winlo",20,20,0.3,0.3,88,84,140,57,7
1,"winlo",50,20,0.3,0.27,319,403,536,64,9
5,"winlo",50,20,0.3,0.29,400,540,499,103,7
10,"winlo",50,20,0.3,0.3,422,518,493,90,8
20,"winlo",50,20,0.3,0.32,428,456,463,76,7
1,"winlo",100,20,0.3,0.29,746,746,944,118,26
5,"winlo",100,20,0.3,0.28,812,934,949,150,10
10,"winlo",100,20,0.3,0.3,769,783,788,106,7
20,"winlo",100,20,0.3,0.26,824,861,998,130,19
1,"winlo",200,20,0.3,0.33,1442,1491,1878,207,35
5,"winlo",200,20,0.3,0.28,1732,1821,2016,266,29
10,"winlo",200,20,0.3,0.27,1783,1817,2008,300,24
20,"winlo",200,20,0.3,0.27,1564,1671,1829,254,27
